STT,Ngay,Ttb,Tmax,Tmin,Bh_evaporation,RRR_Rain,Utb_Hum,Umin,SSS_Sun,Fx,Dx_wind,mua,muarao,muaphun,suongmu,giong,chop
1,1-Jan-16,11.5,13.6,10.2,0.3,0.0,94,85,0.0,NNE,4,0,0,0,0,0,0
2,2-Jan-16,13.0,15.0,11.4,0.4,0.0,96,93,0.4,ESE,4,0,0,0,0,0,0
3,3-Jan-16,14.4,17.2,12.7,0.5,0.0,97,94,1.8,SE,4,0,0,0,0,0,0
4,4-Jan-16,15.2,17.3,14.4,0.3,0.0,97,91,0.6,NW,5,0,0,0,0,0,0
5,5-Jan-16,16.1,19.8,15.3,0.6,0.0,96,87,4.5,WSW,10,0,0,0,0,0,0
6,6-Jan-16,16.3,20.6,14.4,0.7,0.0,94,86,6.3,E,6,0,0,0,0,0,0
7,7-Jan-16,15.5,18.3,14.6,0.2,0.0,100,99,1.6,ESE,5,0,0,0,1,0,0
8,8-Jan-16,15.1,16.4,14.5,0.0,0.1,100,100,0.4,ESE,7,1,0,0,1,0,0
9,9-Jan-16,16.0,17.3,15.0,0.0,1.0,100,100,0.4,SW,8,1,0,0,1,0,0
10,10-Jan-16,18.0,20.3,16.9,0.9,8.3,93,72,4.1,WSW,10,1,1,0,0,0,0
11,11-Jan-16,14.9,18.7,12.2,1.4,0.0,94,88,5.6,NE,6,0,0,0,0,0,0
12,12-Jan-16,11.8,12.5,11.5,0.4,0.1,96,88,0.0,NE,6,1,0,1,0,0,0
13,13-Jan-16,12.6,13.9,11.6,0.0,0.4,100,100,0.0,E,6,1,0,1,1,0,0
14,14-Jan-16,13.8,14.8,12.5,0.1,8.2,100,99,0.0,ESE,9,1,0,0,1,0,0
15,15-Jan-16,13.4,15.2,12.0,0.0,6.2,100,100,0.0,WSW,6,1,0,0,1,0,0
16,16-Jan-16,13.0,14.4,11.5,0.0,3.8,100,100,0.0,SE,6,1,0,0,1,0,0
17,17-Jan-16,13.4,16.1,11.6,0.2,0.4,96,90,5.0,NE,6,0,0,1,0,0,0
18,18-Jan-16,11.7,13.4,9.9,0.9,0.0,90,86,0.7,ENE,7,0,0,0,0,0,0
19,19-Jan-16,11.7,12.6,10.3,0.2,0.8,95,86,0.0,ESE,7,1,0,0,0,0,0
20,20-Jan-16,12.7,13.9,11.6,0.1,0.4,100,100,0.0,SE,5,0,0,1,1,0,0
21,21-Jan-16,14.0,15.2,13.0,0.0,1.1,100,99,0.0,SW,5,1,0,0,1,0,0
22,22-Jan-16,13.8,15.3,11.6,0.0,1.9,100,99,0.0,SE,4,1,0,0,0,0,0
23,23-Jan-16,4.0,12.4,1.5,0.5,7.0,94,87,0.0,NE,14,1,1,0,0,0,0
24,24-Jan-16,-0.5,1.5,-1.0,0.0,15.0,87,80,0.0,NE,12,1,0,0,1,0,0
25,25-Jan-16,1.3,3.2,-0.1,0.9,3.1,78,70,0.0,NE,8,1,0,1,0,0,0
26,26-Jan-16,1.4,2.2,6.0,0.2,29.8,100,98,0.0,NE,6,1,0,0,0,0,0
27,27-Jan-16,7.3,9.6,1.8,0.2,13.4,97,92,0.0,NE,5,1,0,0,1,0,0
28,28-Jan-16,11.9,16.4,8.9,0.5,15.6,96,84,3.2,WSW,6,1,0,0,1,0,0
29,29-Jan-16,13.1,17.3,11.4,1.1,0.0,90,84,7.2,NNE,7,0,0,0,0,0,0
30,30-Jan-16,11.7,13.4,11.0,0.0,1.0,100,99,0.0,NE,7,1,0,0,1,0,0
31,31-Jan-16,13.2,15.7,11.7,0.2,4.3,99,99,0.0,NE,6,1,0,0,0,0,0
32,1-Feb-16,7.7,13.6,6.6,0.7,5.1,95,91,0.0,NE,14,1,0,1,1,0,0
33,2-Feb-16,6.3,8.8,4.7,1.3,0.0,84,81,0.3,NE,11,0,0,0,0,0,0
34,3-Feb-16,6.8,8.9,5.5,0.8,0.0,82,74,0.0,NE,6,0,0,0,0,0,0
35,4-Feb-16,7.0,8.0,6.3,1.6,0.4,98,89,0.0,NNE,10,0,0,1,0,0,0
36,5-Feb-16,8.3,9.8,6.3,1.2,0.5,80,64,0.0,NNE,11,1,0,0,1,0,0
37,6-Feb-16,8.9,12.8,7.0,3.5,0.0,59,46,9.3,NNE,11,0,0,0,0,0,0
38,7-Feb-16,9.9,14.0,6.6,2.9,0.0,56,54,9.6,NNE,6,0,0,0,0,0,0
39,8-Feb-16,10.7,16.0,6.9,3.7,0.0,43,16,9.9,NE,5,0,0,0,0,0,0
40,9-Feb-16,11.4,16.2,7.1,3.6,0.0,49,15,9.9,E,7,0,0,0,0,0,0
41,10-Feb-16,12.3,16.8,8.8,1.5,0.0,80,67,8.7,SE,7,0,0,0,0,0,0
42,11-Feb-16,15.7,21.6,12.7,1.6,0.0,89,74,8.3,SW,5,0,0,0,0,0,0
43,12-Feb-16,19.6,23.9,16.9,4.5,0.0,59,48,9.8,S,7,0,0,0,0,0,0
44,13-Feb-16,21.1,26.5,17.1,6.0,0.0,53,43,9.9,SSE,7,0,0,0,0,0,0
45,14-Feb-16,20.3,24.5,16.8,5.0,0.0,69,43,9.9,NE,10,0,0,0,0,0,0
46,15-Feb-16,8.2,16.8,7.0,1.2,0.0,87,73,0.0,NE,12,0,0,0,0,0,0
47,16-Feb-16,6.5,9.4,4.2,1.1,0.2,86,74,0.0,NE,8,0,0,1,0,0,0
48,17-Feb-16,8.0,9.6,6.5,1.3,0.0,79,64,0.0,NE,7,0,0,0,0,0,0
49,18-Feb-16,9.2,10.6,7.7,1.2,0.0,84,64,0.0,NE,6,0,0,0,0,0,0
50,19-Feb-16,10.2,11.3,9.2,0.3,0.5,95,81,0.0,NE,9,1,0,0,0,0,0
51,20-Feb-16,11.3,13.0,10.8,0.0,0.2,59,50,0.8,NE,9,1,0,0,0,0,0
52,21-Feb-16,11.3,15.6,9.4,3.3,0.0,69,61,3.1,ESE,6,0,0,0,0,0,0
53,22-Feb-16,13.4,16.3,11.5,0.9,0.0,89,79,2.4,ESE,6,0,0,0,0,0,0
54,23-Feb-16,11.8,15.2,9.2,0.3,1.2,97,95,0.0,NE,9,1,0,0,0,0,0
55,24-Feb-16,7.4,9.3,6.9,1.2,20.5,89,79,0.0,NNE,13,1,1,0,0,0,0
56,25-Feb-16,6.6,7.3,5.9,1.5,7.1,81,73,0.0,NE,13,1,0,1,0,0,0
57,26-Feb-16,6.8,7.8,6.0,1.1,0.4,91,83,0.0,ENE,11,1,0,0,1,0,0
58,27-Feb-16,9.5,12.6,7.0,1.7,0.0,74,68,1.1,NE,6,0,0,0,0,0,0
59,28-Feb-16,12.7,16.9,10.5,1.7,1.2,73,69,6.9,NE,7,1,0,0,0,0,0
60,29-Feb-16,14.5,19.6,12.3,5.3,0.0,49,37,10.1,NE,7,0,0,0,0,0,0
61,1-Mar-16,14.9,18.5,12.6,5.3,0.0,46,32,10.0,NE,7,0,0,0,0,0,0
62,2-Mar-16,13.3,17.9,10.9,2.4,0.0,89,70,6.7,ESE,8,0,0,0,0,0,0
63,3-Mar-16,13.7,15.2,12.9,0.3,0.0,98,95,0.0,SW,6,0,0,0,0,0,0
64,4-Mar-16,14.1,15.0,13.5,0.0,0.9,100,99,0.0,SW,5,1,0,0,1,0,0
65,5-Mar-16,15.3,16.5,14.1,0.1,1.7,98,95,0.0,SE,6,1,0,0,0,0,0
66,6-Mar-16,16.1,18.0,15.2,0.0,0.6,97,95,0.0,SSW,6,1,0,0,0,0,0
67,7-Mar-16,16.9,18.0,16.2,0.0,1.2,100,100,0.0,SSW,6,1,0,0,0,0,0
68,8-Mar-16,18.0,21.2,16.7,0.1,2.1,99,95,2.3,NSW,5,1,0,0,0,0,0
69,9-Mar-16,19.9,21.8,17.8,1.2,0.0,88,82,2.8,NNW,4,0,0,0,0,0,0
70,10-Mar-16,14.8,19.8,12.6,0.9,2.8,85,65,0.1,NE,10,1,0,0,0,0,0
71,11-Mar-16,9.8,12.6,8.6,2.4,0.0,73,65,0.0,NE,10,0,0,0,0,0,0
72,12-Mar-16,8.8,10.0,7.5,0.0,0.4,100,100,0.0,NE,6,1,0,0,0,1,0
73,13-Mar-16,11.6,13.3,10.0,0.6,0.8,94,75,2.1,NE,13,1,0,0,0,0,0
74,14-Mar-16,13.4,14.2,11.1,2.1,0.0,76,66,0.0,NNE,10,0,0,0,0,0,0
75,15-Mar-16,11.8,14.2,11.0,0.5,0.0,97,90,0.0,NE,6,0,0,0,0,0,0
76,16-Mar-16,13.5,15.2,12.1,0.0,1.0,100,100,0.0,SNSW,6,1,0,0,0,0,0
77,17-Mar-16,16.2,19.6,13.8,0.3,0.5,96,86,2.3,SSW,6,1,0,0,0,0,0
78,18-Mar-16,17.6,20.6,15.8,0.4,0.0,95,90,0.4,S,5,0,0,0,0,0,0
79,19-Mar-16,17.9,18.6,17.0,0.1,2.0,98,94,0.0,SE,5,1,1,0,0,0,0
80,20-Mar-16,18.5,19.8,17.5,0.0,0.4,100,99,0.0,SE,5,1,0,0,0,0,0
81,21-Mar-16,18.7,19.7,17.9,0.1,0.8,98,97,0.0,SW,6,1,0,0,0,0,0
82,22-Mar-16,18.8,20.2,18.0,0.0,5.0,99,97,0.0,SW,6,1,1,0,0,1,0
83,23-Mar-16,19.0,19.9,18.0,0.0,3.8,99,97,0.0,SE,7,1,0,0,0,0,0
84,24-Mar-16,11.8,19.4,10.3,1.1,35.6,95,90,0.0,NNE,15,1,1,0,0,0,0
85,25-Mar-16,11.6,14.7,10.3,1.2,0.0,84,77,2.6,NNE,12,0,0,0,0,0,0
86,26-Mar-16,11.5,12.8,10.2,0.6,0.0,88,84,0.0,ENE,6,0,0,0,0,0,0
87,27-Mar-16,11.4,12.5,10.7,1.3,0.1,80,72,0.0,ENE,5,1,0,0,0,0,0
88,28-Mar-16,12.0,14.4,11.0,1.5,0.0,79,63,0.0,ESE,6,0,0,0,0,0,0
89,29-Mar-16,13.0,14.7,11.1,0.0,0.5,100,100,0.0,E,6,1,0,0,0,0,0
90,30-Mar-16,15.1,15.8,14.2,0.0,2.1,100,100,0.0,WSW,5,1,0,0,0,0,0
91,31-Mar-16,15.9,16.3,15.3,0.0,1.8,100,99,0.0,NE,7,1,0,0,0,0,0
92,1-Apr-16,16.8,17.9,15.7,0.0,1.4,99,98,0.0,SSW,7,1,0,0,0,0,0
93,2-Apr-16,18.3,19.1,17.9,0.0,4.2,100,99,0.0,SW,7,1,1,0,0,0,0
94,3-Apr-16,19.0,20.3,17.4,0.1,1.9,98,97,1.5,NE,5,1,0,0,0,0,0
95,4-Apr-16,19.4,21.1,18.3,0.0,0.5,99,99,1.0,NNE,7,1,0,0,0,0,0
96,5-Apr-16,20.1,22.2,19.0,0.2,0.2,99,97,2.3,E,5,1,0,0,0,0,0
97,6-Apr-16,19.7,20.8,19.2,0.0,0.9,99,97,1.5,ESE,7,1,0,0,0,0,0
98,7-Apr-16,19.8,22.7,18.2,0.3,1.4,97,94,4.3,NE,6,1,0,0,0,0,0
99,8-Apr-16,19.5,20.5,18.6,0.5,1.1,97,94,0.0,SE,7,1,0,0,0,0,0
100,9-Apr-16,19.6,23.7,18.0,0.2,19.6,97,90,4.4,NE,10,1,1,0,0,1,0
101,10-Apr-16,24.0,27.9,19.6,2.9,0.1,77,74,10.5,SW,6,1,0,0,0,0,0
102,11-Apr-16,20.6,23.0,18.3,1.4,0.0,96,93,2.1,NE,10,0,0,0,0,0,0
103,12-Apr-16,20.8,24.0,19.1,0.5,0.1,95,88,2.6,ESE,8,1,0,0,0,0,0
104,13-Apr-16,22.6,25.9,21.0,0.7,0.0,86,79,3.5,NNE,5,0,0,0,0,0,0
105,14-Apr-16,23.6,28.0,20.1,2.0,0.0,86,66,3.9,WSW,6,0,0,0,0,0,0
106,15-Apr-16,25.5,29.0,22.6,4.7,0.0,77,62,8.3,SW,5,0,0,0,0,0,0
107,16-Apr-16,26.1,30.6,21.6,4.0,0.0,62,48,9.4,WSW,7,0,0,0,0,0,0
108,17-Apr-16,23.1,25.8,21.4,1.5,0.0,89,50,2.7,SE,5,0,0,0,0,0,0
109,18-Apr-16,16.9,20.2,14.1,2.0,28.3,83,64,3.7,NE,19,1,1,0,0,1,0
110,19-Apr-16,18.4,20.4,16.0,1.3,1.2,89,78,1.0,WSW,6,1,0,0,0,0,0
111,20-Apr-16,18.9,22.0,16.3,0.6,24.7,95,89,0.8,WSW,11,1,1,0,0,0,0
112,21-Apr-16,19.4,20.3,18.4,0.3,11.4,97,91,0.0,SW,6,1,1,0,0,1,0
113,22-Apr-16,18.2,23.5,16.1,1.1,52.6,84,73,3.8,WSW,13,1,1,0,0,1,1
114,23-Apr-16,20.7,24.4,16.8,2.1,3.3,81,73,9.8,W,10,1,0,0,0,0,0
115,24-Apr-16,21.2,24.4,18.8,1.0,2.6,92,86,6.9,NE,8,1,0,0,0,0,0
116,25-Apr-16,21.7,26.4,18.4,2.1,2.6,79,75,10.4,WSW,7,1,0,0,0,0,0
117,26-Apr-16,24.4,27.8,21.6,2.7,0.0,83,77,11.3,SSE,6,0,0,0,0,0,0
118,27-Apr-16,22.7,25.1,19.9,1.6,0.8,87,77,2.1,NE,11,1,0,0,0,0,0
119,28-Apr-16,21.5,22.9,20.2,1.0,0.0,90,80,0.5,NE,8,0,0,0,0,0,0
120,29-Apr-16,20.9,22.2,20.2,0.2,0.0,90,84,0.3,NE,9,0,0,0,0,0,0
121,30-Apr-16,20.9,23.6,19.4,0.8,0.5,92,82,2.2,NE,9,1,0,0,0,0,0
122,1-May-16,21.5,24.4,20.2,1.2,0.0,94,87,1.7,ESE,7,0,0,0,0,0,0
123,2-May-16,23.2,27.2,20.8,1.4,0.2,91,85,7.0,W,6,1,0,0,0,0,0
124,3-May-16,23.5,26.0,22.5,0.8,0.0,95,89,3.1,W,6,0,0,0,0,0,0
125,4-May-16,22.9,27.2,21.0,1.6,0.0,87,81,8.3,SE,7,0,0,0,0,0,0
126,5-May-16,23.6,28.1,21.6,2.3,0.0,83,77,10.4,WNW,9,0,0,0,0,0,0
127,6-May-16,25.0,29.2,22.6,2.4,0.0,86,73,10.1,S,7,0,0,0,0,0,0
128,7-May-16,25.2,29.7,23.7,2.3,0.0,84,75,10.9,SE,6,0,0,0,0,0,0
129,8-May-16,23.9,26.4,21.7,2.8,0.2,89,73,4.4,ESE,7,1,0,0,0,0,0
130,9-May-16,23.8,26.8,22.0,1.2,0.0,92,88,3.8,SSE,8,0,0,0,0,0,0
131,10-May-16,22.5,25.1,18.1,1.8,74.3,80,67,4.5,NE,15,1,1,0,0,1,1
132,11-May-16,22.3,24.2,20.8,3.5,0.0,79,69,2.6,NE,8,0,0,0,0,0,0
133,12-May-16,21.4,22.8,20.5,1.4,0.0,88,72,0.0,SSE,7,0,0,0,0,0,0
134,13-May-16,21.5,22.2,21.0,0.5,7.5,97,92,0.8,NE,9,1,1,0,0,0,0
135,14-May-16,21.1,22.5,19.3,0.4,3.3,96,92,0.0,SE,7,1,0,0,0,0,0
136,15-May-16,20.9,24.5,18.5,1.0,0.9,93,75,1.4,NE,11,1,0,0,0,0,0
137,16-May-16,19.3,23.0,17.1,5.8,10.9,59,50,10.1,NNE,12,1,1,0,0,0,0
138,17-May-16,19.9,22.7,17.0,2.9,0.0,80,65,8.2,ESE,9,0,0,0,0,0,0
139,18-May-16,20.1,23.4,17.5,0.8,0.0,95,87,2.8,ESE,8,0,0,0,0,0,0
140,19-May-16,22.4,26.1,20.2,0.8,0.0,95,84,4.2,ESE,6,0,0,0,0,0,0
141,20-May-16,23.9,26.8,22.4,1.7,0.0,86,79,5.4,NE,9,0,0,0,0,0,0
142,21-May-16,22.9,25.3,21.5,2.8,4.6,79,73,2.0,NE,10,1,0,0,0,0,0
143,22-May-16,21.6,23.3,19.5,1.8,11.9,86,75,0.0,NE,11,1,0,0,0,0,0
144,23-May-16,21.4,23.4,20.0,1.1,0.9,90,82,0.1,E,9,1,0,0,0,0,0
145,24-May-16,21.0,22.4,19.7,0.7,23.2,97,89,0.0,NE,8,1,0,0,0,1,0
146,25-May-16,22.0,25.5,20.5,0.0,78.4,99,97,2.5,NE,7,1,1,0,0,1,0
147,26-May-16,22.8,24.5,22.0,0.2,106.9,100,99,0.8,ENE,8,1,1,0,0,1,0
148,27-May-16,23.3,26.5,21.9,0.3,32.0,96,89,1.7,SSW,11,1,0,0,0,1,0
149,28-May-16,23.5,26.4,22.0,0.9,2.6,90,87,6.1,ESE,7,1,0,0,0,1,0
150,29-May-16,24.7,27.4,22.8,2.1,0.2,83,76,3.1,ESE,7,1,0,0,0,1,0
151,30-May-16,23.0,26.0,20.8,1.1,8.5,94,89,1.3,NE,7,1,1,0,0,1,1
152,31-May-16,24.4,28.4,21.9,2.4,0.0,85,74,11.2,S,6,0,0,0,0,0,0
153,1-Jun-16,25.9,20.4,23.3,3.8,0.0,74,68,11.7,NNE,5,0,0,0,0,1,0
154,2-Jun-16,26.9,30.9,24.4,4.9,0.0,70,58,11.7,NNE,10,0,0,0,0,0,0
155,3-Jun-16,26.8,30.4,24.0,5.5,0.0,67,61,11.0,ESE,8,0,0,0,0,0,0
156,4-Jun-16,25.3,28.0,23.9,3.5,0.0,76,70,4.9,S,7,0,0,0,0,0,1
157,5-Jun-16,25.1,27.8,23.0,2.5,2.5,77,69,6.8,SW,8,1,0,0,0,1,0
158,6-Jun-16,23.5,26.4,21.8,1.0,0.0,90,80,3.4,NE,8,0,0,0,0,0,0
159,7-Jun-16,24.7,28.1,22.2,1.7,0.1,83,75,8.8,WNW,9,1,0,0,0,1,0
160,8-Jun-16,23.1,25.0,22.4,1.1,1.7,95,90,1.0,SW,6,1,0,0,0,1,0
161,9-Jun-16,24.0,27.2,21.5,1.1,0.0,87,80,5.8,ESE,11,0,0,0,0,0,0
162,10-Jun-16,24.1,27.0,22.8,0.2,2.0,94,80,3.2,SW,10,1,1,0,0,1,0
163,11-Jun-16,26.0,29.4,23.5,2.2,0.0,82,64,9.7,SW,6,0,0,0,0,0,0
164,12-Jun-16,26.4,30.5,24.2,4.1,0.0,70,64,9.6,NNW,7,0,0,0,0,0,0
165,13-Jun-16,26.4,30.4,24.0,4.2,0.0,71,64,7.5,NE,7,0,0,0,0,0,0
166,14-Jun-16,27.0,31.5,24.4,4.4,0.0,70,60,11.5,WSW,12,0,0,0,0,0,0
167,15-Jun-16,27.2,32.0,24.8,5.0,0.0,70,54,11.1,WSW,13,0,0,0,0,0,0
168,16-Jun-16,22.0,28.0,19.0,1.6,18.9,87,61,0.1,W,10,1,1,0,0,1,0
169,17-Jun-16,22.3,27.3,20.0,1.3,0.3,85,76,2.8,E,9,1,0,0,0,0,0
170,18-Jun-16,23.8,27.5,21.0,0.7,25.3,91,79,6.0,NE,9,1,1,0,1,1,0
171,19-Jun-16,23.9,26.8,19.7,1.3,38.8,89,77,6.5,SW,11,1,1,0,0,1,0
172,20-Jun-16,24.1,27.6,22.2,1.4,0.0,90,77,4.1,S,7,0,0,0,0,0,0
173,21-Jun-16,24.2,27.5,22.0,1.1,0.0,90,82,9.9,E,6,0,0,0,0,1,0
174,22-Jun-16,23.6,27.7,21.4,1.1,0.0,90,72,10.0,SSW,7,0,0,0,0,1,0
175,23-Jun-16,23.1,27.2,21.4,1.3,0.0,87,76,5.6,S,6,0,0,0,0,0,0
176,24-Jun-16,23.9,27.4,21.4,1.2,0.0,86,74,10.2,WSW,8,0,0,0,0,0,0
177,25-Jun-16,23.6,26.4,21.8,1.2,0.0,91,87,6.5,S,5,0,0,0,0,0,0
178,26-Jun-16,24.4,27.7,22.2,1.2,0.0,80,77,6.2,W,6,0,0,0,0,0,0
179,27-Jun-16,23.5,27.1,22.6,0.9,40.9,91,78,3.6,W,6,0,1,0,0,1,0
180,28-Jun-16,24.2,28.2,22.2,0.7,3.5,91,84,4.8,E,5,1,1,0,0,1,0
181,29-Jun-16,23.9,26.4,22.4,0.6,1.4,88,84,0.9,NE,5,0,0,0,0,0,0
182,30-Jun-16,22.8,24.3,22.2,0.9,9.0,95,87,0.0,NE,6,0,1,0,0,1,0
183,1-Jul-16,23.5,25.6,21.8,0.4,0.5,96,87,0.3,SW,8,1,0,0,0,0,0
184,2-Jul-16,23.1,24.9,22.4,0.4,16.8,96,85,0.0,SW,6,1,1,0,0,1,0
185,3-Jul-16,23.9,26.7,22.0,0.9,2.4,88,79,2.3,W,5,1,0,0,0,1,0
186,4-Jul-16,24.7,28.0,22.1,1.6,0.1,83,80,3.3,WSW,5,1,0,0,0,0,0
187,5-Jul-16,23.2,25.1,23.1,0.6,37.4,96,86,0.3,SW,6,1,1,0,0,1,1
188,6-Jul-16,21.4,22.8,20.0,0.3,78.5,95,89,3.2,NNE,12,1,1,0,0,1,0
189,7-Jul-16,23.2,25.7,21.1,1.1,0.8,87,79,0.0,NE,11,1,0,0,0,0,0
190,8-Jul-16,23.5,26.2,21.6,0.8,0.0,88,81,6.3,SW,6,0,0,0,0,0,0
191,9-Jul-16,25.1,28.5,22.6,0.4,0.0,93,81,7.4,ENE,5,0,0,0,0,0,0
192,10-Jul-16,25.9,28.8,23.5,0.4,0.4,88,78,5.6,SW,8,1,0,0,0,0,0
193,11-Jul-16,25.9,28.4,24.6,0.8,0.5,91,78,3.2,SE,6,1,0,0,0,0,0
194,12-Jul-16,23.7,26.0,21.4,0.9,5.3,83,73,0.0,WNW,9,1,1,0,0,1,0
195,13-Jul-16,23.6,25.5,22.6,0.4,0.0,94,84,0.6,ESE,8,0,0,0,0,0,0
196,14-Jul-16,23.6,26.0,21.4,0.2,24.6,95,85,0.0,WSW,7,1,0,0,0,1,0
197,15-Jul-16,25.1,28.2,20.2,1.1,34.6,90,73,7.7,WSW,8,1,1,0,0,1,0
198,16-Jul-16,25.4,29.8,23.2,1.6,9.3,86,76,10.2,ESE,8,1,1,0,0,1,0
199,17-Jul-16,25.3,28.7,23.0,2.8,0.0,83,75,11.0,SSE,7,0,0,0,0,0,0
200,18-Jul-16,25.6,29.0,23.2,2.3,0.0,82,65,9.9,SSW,9,0,0,0,0,0,0
201,19-Jul-16,25.3,28.6,23.2,1.6,0.0,87,76,4.8,S,8,0,0,0,0,0,0
202,20-Jul-16,25.1,28.2,23.0,1.5,0.0,83,70,7.6,ESE,7,0,0,0,0,0,0
203,21-Jul-16,23.9,26.4,22.1,0.8,0.2,94,70,4.5,SSW,8,1,0,0,0,0,0
204,22-Jul-16,23.5,28.2,20.0,1.7,37.0,88,75,8.3,SW,10,1,1,0,0,1,1
205,23-Jul-16,23.5,28.0,20.2,1.6,14.2,89,77,8.1,SW,8,1,0,0,0,1,0
206,24-Jul-16,23.4,27.2,20.7,1.6,2.4,83,74,10.0,WSW,8,1,0,0,0,1,0
207,25-Jul-16,24.7,28.1,23.0,1.9,0.0,83,55,8.3,ESE,7,0,0,0,0,0,0
208,26-Jul-16,24.9,28.3,22.6,1.2,0.0,87,75,10.0,SW,5,0,0,0,0,0,0
209,27-Jul-16,23.3,26.7,19.6,1.5,15.3,86,80,7.3,NE,18,1,0,0,0,1,0
210,28-Jul-16,19.7,20.5,19.0,0.5,246.2,100,96,0.0,ENE,16,1,1,0,0,1,0
211,29-Jul-16,22.5,26.0,20.5,0.8,28.5,91,76,5.2,W,7,1,1,0,0,1,0
212,30-Jul-16,22.4,25.6,21.0,0.8,3.4,94,84,3.2,NE,7,1,0,0,0,1,0
213,31-Jul-16,24.0,27.6,21.4,1.5,0.0,90,87,8.8,WSW,3,0,0,0,0,0,0
214,1-Aug-16,24.0,29.2,21.5,3.0,0.0,79,57,8.9,WSW,3,0,0,0,0,0,0
215,2-Aug-16,26.5,30.2,23.6,3.4,0.0,77,57,8.7,W,6,0,0,0,0,0,0
216,3-Aug-16,22.5,25.2,20.9,1.7,17.4,89,81,2.2,NE,6,1,1,0,0,1,0
217,4-Aug-16,22.5,24.2,21.2,0.4,1.5,97,89,7.0,NNE,9,1,0,0,0,0,0
218,5-Aug-16,22.9,24.9,21.8,0.8,26.0,89,80,2.5,NE,5,1,0,0,0,0,0
219,6-Aug-16,24.0,26.9,21.8,1.5,0.0,86,79,9.1,WSW,4,0,0,0,0,0,0
220,7-Aug-16,24.8,27.6,22.6,0.6,0.0,88,79,6.0,SSE,5,0,0,0,0,0,0
221,8-Aug-16,24.6,27.9,21.6,1.2,22.4,85,83,8.5,NE,9,1,1,0,0,1,1
222,9-Aug-16,24.8,27.5,22.5,1.0,0.0,83,75,5.8,SSW,5,0,0,0,0,0,0
223,10-Aug-16,24.7,27.2,22.8,1.8,0.8,88,75,3.6,SW,6,1,0,0,0,0,0
224,11-Aug-16,24.2,27.0,22.5,0.9,0.1,91,86,3.7,NE,6,1,0,0,0,0,0
225,12-Aug-16,22.9,25.4,21.5,0.5,15.9,92,84,1.4,NE,5,1,1,0,0,1,0
226,13-Aug-16,23.1,26.6,21.7,1.0,5.6,92,84,0.0,WSW,5,1,1,0,0,1,0
227,14-Aug-16,21.5,23.4,20.8,0.2,171.5,98,92,0.0,NE,11,1,1,0,0,1,0
228,15-Aug-16,22.6,25.4,20.6,1.3,54.6,89,82,2.4,NE,9,1,0,0,0,1,0
229,16-Aug-16,22.9,24.5,22.0,0.8,3.7,92,87,0.2,NNE,7,1,0,0,0,0,0
230,17-Aug-16,24.8,28.3,21.8,1.5,3.6,80,74,3.2,SW,6,1,0,0,0,0,0
231,18-Aug-16,25.3,29.5,22.7,3.3,18.0,81,62,3.9,NE,8,1,1,0,0,1,0
232,19-Aug-16,21.8,25.2,20.5,0.0,297.0,97,89,0.0,ENE,18,1,1,0,0,1,0
233,20-Aug-16,22.1,23.9,20.7,0.4,34.8,97,90,0.1,ENE,17,1,0,0,0,0,0
234,21-Aug-16,23.3,25.5,21.2,0.5,11.6,92,83,2.6,NE,8,1,0,0,0,0,0
235,22-Aug-16,23.5,25.2,22.3,1.3,4.7,87,83,1.8,NE,6,1,0,0,0,1,0
236,23-Aug-16,23.5,26.2,21.3,1.6,14.4,90,80,3.1,NE,9,1,1,0,0,1,0
237,24-Aug-16,23.9,27.4,21.5,1.5,12.2,84,65,8.8,NE,6,1,0,0,0,0,0
238,25-Aug-16,24.4,27.5,21.8,1.5,0.0,88,84,7.9,NE,5,0,0,0,0,0,0
239,26-Aug-16,25.5,28.2,23.0,1.9,0.0,92,84,6.7,NNE,5,0,0,0,0,0,0
240,27-Aug-16,24.1,27.0,22.7,2.4,2.8,88,78,5.4,NNE,10,1,1,0,0,0,0
241,28-Aug-16,22.1,24.4,20.6,0.9,43.0,95,78,0.0,NE,10,1,0,0,0,1,0
242,29-Aug-16,21.6,23.7,20.6,2.0,0.0,82,68,1.2,NNE,8,0,0,0,0,0,0
243,30-Aug-16,22.0,24.2,20.3,1.5,0.0,90,80,5.5,NNE,5,0,0,0,0,0,0
244,31-Aug-16,23.7,28.0,21.5,1.4,0.0,93,82,7.1,WSW,5,0,0,0,0,0,0
245,1-Sep-16,24.3,29.0,22.0,2.3,0.1,90,78,7.6,ENE,10,1,0,0,0,0,0
246,2-Sep-16,22.5,25.0,21.5,2.0,23.3,86,79,2.0,E,5,1,0,0,0,0,0
247,3-Sep-16,22.9,26.4,21.8,1.3,0.0,84,78,1.1,N,5,0,0,0,0,0,0
248,4-Sep-16,24.1,26.8,22.0,1.8,0.0,84,74,0.5,NE,5,0,0,0,0,1,0
249,5-Sep-16,24.4,28.0,22.7,2.5,13.1,89,67,7.8,WSW,5,1,1,0,0,1,0
250,6-Sep-16,22.9,24.0,22.2,0.9,0.0,94,90,0.6,NE,7,0,0,0,0,0,0
251,7-Sep-16,22.1,23.3,21.5,0.7,56.4,95,92,0.0,N,7,1,0,0,0,1,0
252,8-Sep-16,22.8,25.6,20.8,0.3,2.9,94,88,0.5,NNE,5,1,0,0,0,0,0
